Trial,Mode,ZScore,BetSide,BetSize,Outcome,Won,PnL,Bankroll
13290,DALEM,0.000,UN,4.00,UN,True,4.00,111.40
13291,DALEM,0.000,UN,3.80,OV,False,-3.80,107.60
13292,DALEM,0.365,UN,4.00,OV,False,-4.00,103.60
13293,DALEM,0.365,UN,4.20,UN,True,4.20,107.80
13294,DALEM,0.365,UN,4.00,OV,False,-4.00,103.80
13295,DALEM,0.730,UN,4.20,UN,True,4.20,108.00
13296,DALEM,0.365,UN,4.00,UN,True,4.00,112.00
13297,DALEM,0.365,UN,3.80,OV,False,-3.80,108.20
13298,DALEM,0.365,UN,4.00,OV,False,-4.00,104.20
13299,DALEM,0.730,UN,4.20,UN,True,4.20,108.40
13300,DALEM,0.365,UN,4.00,UN,True,4.00,112.40
13301,DALEM,0.000,UN,3.80,UN,True,3.80,116.20
13302,DALEM,0.000,UN,3.60,UN,True,3.60,119.80
13303,DALEM,0.000,UN,3.40,OV,False,-3.40,116.40
13304,DALEM,0.365,UN,3.60,UN,True,3.60,120.00
13305,DALEM,0.365,UN,3.40,OV,False,-3.40,116.60
13306,DALEM,0.365,UN,3.60,UN,True,3.60,120.20
13307,DALEM,0.000,UN,3.40,OV,False,-3.40,116.80
13308,DALEM,0.365,UN,3.60,UN,True,3.60,120.40
13309,DALEM,0.365,UN,3.40,UN,True,3.40,123.80
13310,DALEM,0.000,UN,3.20,OV,False,-3.20,120.60
13311,DALEM,0.000,UN,3.40,OV,False,-3.40,117.20
13312,DALEM,0.000,UN,3.60,UN,True,3.60,120.80
13313,DALEM,-0.365,UN,3.40,OV,False,-3.40,117.40
13314,DALEM,-0.365,UN,3.60,UN,True,3.60,121.00
13315,DALEM,-0.730,UN,3.40,UN,True,3.40,124.40
13316,DALEM,-0.730,UN,3.20,OV,False,-3.20,121.20
13317,DALEM,-0.365,UN,3.40,UN,True,3.40,124.60
13318,DALEM,-0.730,UN,3.20,UN,True,3.20,127.80
13319,DALEM,-0.730,UN,3.00,OV,False,-3.00,124.80
13320,DALEM,-0.730,UN,3.20,UN,True,3.20,128.00
13321,DALEM,-0.730,UN,3.00,OV,False,-3.00,125.00
13322,DALEM,-0.730,UN,3.20,OV,False,-3.20,121.80
13323,DALEM,-0.730,UN,3.40,OV,False,-3.40,118.40
13324,DALEM,-0.365,UN,3.60,OV,False,-3.60,114.80
13325,DALEM,-0.365,UN,3.80,OV,False,-3.80,111.00
13326,DALEM,0.000,UN,4.00,UN,True,4.00,115.00
13327,DALEM,0.000,UN,3.80,OV,False,-3.80,111.20
13328,DALEM,0.000,UN,4.00,UN,True,4.00,115.20
13329,DALEM,-0.365,UN,3.80,UN,True,3.80,119.00
13330,DALEM,-0.365,UN,3.60,OV,False,-3.60,115.40
13331,DALEM,0.000,UN,3.80,UN,True,3.80,119.20
13332,DALEM,0.000,UN,3.60,UN,True,3.60,122.80
13333,DALEM,0.000,UN,3.40,OV,False,-3.40,119.40
13334,DALEM,0.000,UN,3.60,UN,True,3.60,123.00
13335,DALEM,0.000,UN,3.40,OV,False,-3.40,119.60
13336,DALEM,0.000,UN,3.60,OV,False,-3.60,116.00
13337,DALEM,0.365,UN,3.80,OV,False,-3.80,112.20
13338,DALEM,0.365,UN,4.00,OV,False,-4.00,108.20
13339,DALEM,0.730,UN,4.20,OV,False,-4.20,104.00
13340,DALEM,1.095,UN,4.40,OV,False,-4.40,99.60
13341,DALEM,1.095,UN,4.60,UN,True,4.60,104.20
13342,DALEM,0.730,UN,4.40,UN,True,4.40,108.60
13343,DALEM,0.730,UN,4.20,UN,True,4.20,112.80
13344,DALEM,0.365,UN,4.00,OV,False,-4.00,108.80
13345,DALEM,0.730,UN,4.20,OV,False,-4.20,104.60
13346,DALEM,1.095,UN,4.40,UN,True,4.40,109.00
13347,DALEM,0.730,UN,4.20,OV,False,-4.20,104.80
13348,DALEM,1.095,UN,4.40,UN,True,4.40,109.20
13349,DALEM,1.095,UN,4.20,OV,False,-4.20,105.00
13350,DALEM,1.095,UN,4.40,OV,False,-4.40,100.60
13351,DALEM,1.461,UN,4.60,OV,False,-4.60,96.00
13352,DALEM,1.461,UN,4.80,OV,False,-4.80,91.20
13353,DALEM,1.461,UN,5.00,OV,False,-5.00,86.20
13354,DALEM,1.461,UN,5.20,UN,True,5.20,91.40
13355,DALEM,1.095,UN,5.00,OV,False,-5.00,86.40
13356,DALEM,1.095,UN,5.20,OV,False,-5.20,81.20
13357,DALEM,1.461,UN,5.40,UN,True,5.40,86.60
13358,DALEM,1.095,UN,5.20,UN,True,5.20,91.80
13359,DALEM,1.095,UN,5.00,UN,True,5.00,96.80
13360,DALEM,1.095,UN,4.80,OV,False,-4.80,92.00
13361,DALEM,1.095,UN,5.00,OV,False,-5.00,87.00
13362,DALEM,1.461,UN,5.20,OV,False,-5.20,81.80
13363,DALEM,1.826,UN,5.40,UN,True,5.40,87.20
13364,DALEM,1.461,UN,5.20,OV,False,-5.20,82.00
13365,DALEM,1.826,UN,5.40,UN,True,5.40,87.40
13366,DALEM,1.461,UN,5.20,OV,False,-5.20,82.20
13367,DALEM,1.461,UN,5.40,UN,True,5.40,87.60
13368,DALEM,1.095,UN,5.20,OV,False,-5.20,82.40
13369,DALEM,1.095,UN,5.40,OV,False,-5.40,77.00
13370,DALEM,1.095,UN,5.60,OV,False,-5.60,71.40
13371,DALEM,1.095,UN,5.80,OV,False,-5.80,65.60
